transaction_id,merchant_id,category,region,channel,merchant_segment,transaction_date,amount,status
6029,1082,Fuel,North,Online,Small,2025-11-04,1899.68,Approved
6030,2920,Retail,West,In-Store,Medium,2025-07-23,1600.65,Approved
6031,2673,RESTAURANT,South,In-Store,Medium,2026-01-02,647.68,Approved
6032,2443,Retail,East,In-Store,Small,2025-10-19,1180.61,Approved
6033,2096,Retail,East,In-Store,Small,2025-08-03,459.88,Approved
6034,2260,Grocery,East,In-Store,Medium,2025-08-30,1068.65,Approved
6035,1045,Restaurant,East,Online,Small,2025-10-01,505.31,Approved
6036,1617,Electronics,West,Online,Small,2026-03-19,6223.93,Approved
6037,1927,Restaurant,West,In-Store,Medium,2026-02-02,649.03,Approved
6038,2823,Fuel,South,In-Store,Medium,2026-06-05,187.25,Approved
6039,1261,Fuel,South,Online,Medium,2026-03-01,1240.46,Approved
6040,1175,Fuel,North,Online,Large,2025-11-07,1151.92,Approved
6041,2189,Electronics,West,Online,Small,2026-03-24,7064.95,Approved
6042,1656,Restaurant,West,In-Store,Small,2025-11-16,448.74,Approved
6043,1841,GROCERY,North,In-Store,Small,2025-08-28,969.46,Approved
6044,1369,Restaurant,South,In-Store,Medium,2025-07-05,329.57,Approved
6045,2818,Electronics,West,Online,Small,2025-11-05,3545.7,Approved
6046,1053,Retail,East,In-Store,Small,2026-05-02,1811.33,Approved
6047,1689,Retail,West,Online,Small,2025-08-19,805.68,Approved
6048,2442,Fuel,North,Online,Small,2025-10-06,2565.49,Approved
6049,2779,Restaurant,West,In-Store,Small,2026-04-20,413.13,Approved
6050,2530,Restaurant,North,In-Store,Medium,2025-12-31,2968.62,Approved
6051,2364,Retail,South,In-Store,Small,2025-08-22,3620.66,Approved
6052,2150,Grocery,North,In-Store,Small,2025-07-15,525.28,Approved
6053,2432,Grocery,,In-Store,Medium,2026-03-22,942.29,Approved
6054,2947,Grocery,North,In-Store,Medium,2025-12-13,840.66,Approved
6055,1366,Electronics,South,Online,Medium,2025-10-20,7774.06,Approved
6056,2294,Restaurant,West,In-Store,Small,2026-05-20,310.88,Approved
6057,1643,Travel,East,Online,Small,2025-07-14,3416.43,Declined
6058,2628,Grocery,West,In-Store,Medium,2026-06-11,1937.72,Approved
6059,1378,Grocery,East,In-Store,Small,2026-01-11,150.7,Declined
6060,1072,Retail,North,Online,Small,2025-08-22,4023.59,Approved
6061,2946,Restaurant,South,In-Store,Small,2025-07-13,401.87,Approved
6062,2945,Restaurant,North,In-Store,Small,2025-11-30,817.95,Approved
6063,1914,Restaurant,North,Online,Medium,2026-01-03,1271.62,Approved
6064,2271,Retail,South,In-Store,Large,2026-06-23,571.95,Approved
6065,1859,Restaurant,West,In-Store,Small,2025-08-15,432.29,Approved
6066,2808,Retail,North,Online,Medium,2025-09-30,1324.48,Approved
6067,1042,Restaurant,North,In-Store,Small,2025-08-08,881.07,Approved
6068,1376,Grocery,West,Online,Large,2025-12-29,1120.42,Approved
6069,2064,Electronics,East,In-Store,Small,2025-12-12,2974.82,Approved
6070,1169,Retail,East,In-Store,Small,2025-07-19,2101.43,Approved
6071,2969,Travel,West,Online,Small,2025-12-29,3160.18,Declined
6072,1211,Fuel,East,In-Store,Small,2026-01-01,1649.41,Approved
6073,2516,Travel,,Online,Small,2026-05-20,5834.15,Declined
6074,2703,Fuel,West,In-Store,Large,2025-12-16,3042.85,Approved
6075,1038,Restaurant,East,In-Store,Small,2025-10-18,1107.8,Approved
6076,1368,Electronics,East,In-Store,Large,2026-05-18,5380.04,Approved
6077,1756,Retail,East,In-Store,Small,2026-02-11,1014.65,Approved
6078,1150,Restaurant,South,In-Store,Medium,2025-09-01,444.6,Approved
6079,2134,Fuel,South,Online,Medium,2026-04-15,888.46,Approved
6080,2503,Fuel,North,In-Store,Small,2025-09-26,1807.58,Approved
6081,2459,Retail,South,Online,Large,2025-10-12,648.38,Approved
6082,2070,Fuel,East,Online,Small,2025-09-10,715.38,Approved
6083,2023,Restaurant,East,In-Store,Small,2026-01-08,1607.48,Approved
6084,2598,Grocery,East,In-Store,Medium,2026-03-20,1643.79,Approved
6085,1736,Restaurant,West,In-Store,Small,2026-06-02,468.56,Declined
6086,2389,Retail,East,Online,Small,2026-03-24,1555.61,Approved
6087,1068,Grocery,North,In-Store,Small,2026-03-17,753.84,Approved
6088,1298,Retail,North,In-Store,Medium,2025-12-06,574.15,Approved
6089,1943,Restaurant,North,Online,Small,2026-03-18,337.7,Approved
6090,1801,Retail,West,Online,Medium,2026-02-14,1014.37,Approved
6091,1295,Restaurant,East,In-Store,Medium,2026-06-26,222.03,Declined
6092,1202,Grocery,West,Online,Small,2025-11-12,1583.94,Approved
6093,1060,Restaurant,North,In-Store,Small,2025-10-01,98.97,Approved
6094,1945,Electronics,East,Online,Large,2026-03-20,5412.19,Declined
6095,1962,Retail,East,In-Store,Small,2025-10-21,1670.06,Approved
6096,2853,Retail,West,Online,Small,2026-02-12,3307.84,Approved
6097,2337,Retail,East,Online,Large,2026-03-25,1662.67,Approved
6098,2184,Grocery,West,In-Store,Small,2026-01-27,1350.7,Approved
6099,1330,Restaurant,West,In-Store,Small,2025-10-13,249.32,Approved
6100,2551,Retail,West,Online,Medium,2025-12-03,1257.45,Approved
6101,1337,Retail,North,In-Store,Small,2026-05-29,763.73,Approved
6102,2629,Electronics,East,Online,Medium,2026-03-07,9955.29,Approved
6103,2327,Restaurant,North,In-Store,Large,2026-05-04,1035.23,Declined
6104,2526,Electronics,West,In-Store,Small,2025-09-15,4616.75,Approved
6105,2673,Restaurant,West,In-Store,Large,2026-03-18,1790.87,Approved
6106,2361,Restaurant,South,In-Store,Medium,2026-02-02,708.98,Approved
6107,2573,Restaurant,West,Online,Small,2025-11-05,453.2,Approved
6108,1638,Restaurant,West,Online,Large,2026-05-26,462.42,Approved
6109,1274,Travel,East,In-Store,Small,2025-10-16,5096.33,Approved
6110,2187,Fuel,East,Online,Small,2025-09-01,1600.26,Approved
6111,2466,Restaurant,South,In-Store,Small,2025-09-27,612.69,Approved
6112,1318,Retail,West,In-Store,Medium,2025-10-20,2387.95,Approved
6113,1588,Retail,North,In-Store,Large,2025-09-14,1339.06,Approved
6114,1503,Retail,West,Online,Small,2025-11-05,781.6,Approved
6115,2709,Retail,South,Online,Small,2026-02-10,3029.64,Approved
6116,1386,Electronics,West,Online,Small,2026-01-09,4051.86,Approved
6117,2993,Restaurant,North,In-Store,Medium,2025-10-07,1937.48,Approved
6118,1869,Grocery,South,In-Store,Medium,2025-11-22,723.46,Approved
6119,1832,Retail,West,In-Store,Small,2025-09-20,2153.84,Approved
6120,2014,Retail,East,In-Store,Small,2026-01-17,1528.87,Approved
6121,2911,Retail,South,Online,Small,2026-01-27,1849.99,Approved
6122,1602,Retail,West,Online,Medium,2026-01-06,964.77,Approved
6123,2773,Restaurant,South,In-Store,Medium,2025-07-27,610.15,Approved
6124,2799,Restaurant,South,In-Store,Medium,2026-02-01,2629.98,Approved
6125,1690,Retail,East,Online,Medium,2026-05-23,792.92,Approved
6126,1493,Electronics,West,In-Store,Small,2026-05-27,7055.64,Approved
6127,1489,Restaurant,West,Online,Medium,2026-05-13,88.87,Approved
6128,1720,Grocery,North,In-Store,Medium,2026-02-12,3190.07,Declined
6129,2096,Retail,West,In-Store,Medium,2026-04-24,1272.52,Approved
6130,1508,Electronics,South,Online,Small,2025-10-16,6422.21,Approved
6131,1389,Retail,North,In-Store,Medium,2026-06-25,459.3,Approved
6132,2642,Restaurant,West,In-Store,Medium,2025-10-02,594.94,Approved
6133,2880,FUEL,North,In-Store,Small,2025-09-18,2665.77,Declined
6134,1294,Restaurant,South,In-Store,Small,2026-01-23,736.08,Approved
6135,2392,Travel,North,Online,Small,2025-08-02,11534.41,Declined
6136,2979,Travel,West,In-Store,Small,2026-02-21,4120.4,Declined
6137,1795,Retail,West,In-Store,Medium,2025-08-27,1209.29,Approved
6138,1864,Fuel,,Online,Small,2025-08-06,1141.27,Approved
6139,2717,Electronics,South,Online,Medium,2026-02-23,3129.2,Approved
6140,1548,Electronics,South,In-Store,Medium,2025-11-12,9362.18,Approved
6141,1648,Fuel,North,In-Store,Large,2025-11-09,2891.78,Approved
6142,2873,Retail,West,In-Store,Medium,2026-03-29,3916.03,Declined
6143,1567,Restaurant,West,Online,Medium,2025-07-25,898.01,Approved
6144,2210,Grocery,West,In-Store,Medium,2026-03-19,2449.75,Approved
6145,1852,Retail,North,In-Store,Medium,2026-05-08,2123.05,Approved
6146,1769,Restaurant,,In-Store,Small,2025-10-05,1638.26,Approved
6147,1444,Retail,North,Online,Small,2026-03-04,894.82,Approved
6148,2593,Fuel,South,In-Store,Medium,2025-11-19,3115.28,Approved
6149,1362,Restaurant,West,In-Store,Medium,2026-06-30,595.4,Approved
6150,1122,Electronics,North,Online,Large,2025-08-23,8090.4,Approved
6151,2211,Retail,South,Online,Small,2026-06-02,1724.15,Approved
6152,1741,Restaurant,,Online,Medium,2025-11-03,1089.03,Declined
6153,1679,Electronics,East,In-Store,Medium,2025-08-06,3266.74,Approved
6154,1419,Fuel,North,In-Store,Small,2026-02-20,2565.13,Approved
6155,2649,Retail,North,In-Store,Medium,2025-12-05,1318.54,Approved
6156,2275,Retail,East,In-Store,Small,2025-07-05,432.71,Approved
6157,2642,Retail,East,In-Store,Small,2026-04-19,2048.65,Approved
6158,2572,Electronics,West,Online,Small,2025-07-23,6541.89,Approved
6159,2358,Restaurant,North,Online,Small,2025-09-08,1165.77,Approved
6160,1091,Restaurant,North,In-Store,Medium,2026-03-16,1113.59,Approved
6161,2553,Grocery,West,In-Store,Medium,2026-02-11,382.87,Approved
6162,2889,Retail,North,In-Store,Small,2025-12-13,890.64,Approved
6163,1062,Retail,South,In-Store,Small,2025-07-08,1893.39,Approved
6164,2685,Electronics,South,In-Store,Small,2026-06-12,7500.57,Approved
6165,1511,Fuel,North,Online,Small,2025-07-23,495.94,Approved
6166,2162,Fuel,East,In-Store,Medium,2025-12-12,269.58,Approved
6167,2721,Retail,West,In-Store,Small,2025-08-09,1319.65,Approved
6168,2208,Fuel,North,In-Store,Small,2025-10-30,3987.99,Approved
6169,2228,Grocery,East,Online,Large,2025-10-03,1970.39,Approved
6170,1771,Restaurant,South,Online,Medium,2025-07-27,749.19,Approved
6171,2237,Grocery,West,In-Store,Small,2025-07-23,1893.69,Approved
6172,1255,Restaurant,North,In-Store,Small,2025-08-24,1035.02,Approved
6173,1134,Grocery,North,In-Store,Small,2026-03-03,2509.15,Approved
6174,2596,Grocery,North,In-Store,Small,2026-02-11,2382.7,Approved
6175,1874,Electronics,South,In-Store,Medium,2025-07-26,4533.8,Approved
6176,1821,Restaurant,East,In-Store,Large,2026-01-28,1333.9,Approved
6177,1087,Grocery,East,In-Store,Medium,2025-11-23,2201.64,Approved
6178,2859,Restaurant,East,In-Store,Small,2025-09-24,480.07,Approved
6179,1987,Fuel,West,Online,Large,2026-04-10,699.85,Approved
6180,2230,Grocery,South,In-Store,Small,2025-07-19,370.27,Approved
6181,2152,Restaurant,East,Online,Small,2025-09-29,1523.26,Approved
6182,1822,Restaurant,North,Online,Medium,2026-03-12,632.22,Approved
6183,2026,Grocery,East,Online,Medium,2025-07-05,1348.7,Approved
6184,1973,Retail,West,Online,Large,2025-07-02,560.32,Approved
6185,1933,Grocery,West,In-Store,Small,2025-07-14,1572.04,Approved
6186,2777,Retail,East,In-Store,Large,2026-04-09,2458.83,Approved
6187,1120,Grocery,West,In-Store,Small,2026-05-15,1478.4,Approved
6188,2408,Restaurant,East,In-Store,Small,2026-06-05,712.62,Approved
6189,2637,Travel,West,Online,Large,2025-10-03,4934.89,Declined
6190,2061,Fuel,West,In-Store,Large,2025-07-09,761.25,Declined
6191,2364,Grocery,North,In-Store,Small,2026-04-07,395.08,Approved
6192,2007,Restaurant,South,In-Store,Small,2025-12-24,690.3,Declined
6193,1924,Fuel,South,In-Store,Medium,2025-07-07,1555.02,Approved
6194,1644,Restaurant,North,Online,Large,2025-11-29,857.37,Approved
6195,1713,Grocery,South,In-Store,Medium,2026-04-04,794.98,Approved
6196,1859,Travel,North,In-Store,Small,2026-03-13,3486.66,Approved
6197,1020,Retail,North,Online,Medium,2025-09-14,277.8,Approved
6198,1241,Restaurant,South,In-Store,Small,2026-06-09,106.96,Approved
6199,1454,Restaurant,North,In-Store,Small,2026-02-01,1014.22,Approved
6200,1962,Electronics,West,Online,Large,2026-04-03,3395.11,Approved
6201,1620,Electronics,West,Online,Small,2026-04-01,14837.28,Approved
6202,1302,Retail,West,In-Store,Small,2026-06-15,1749.38,Approved
6203,2619,Restaurant,West,In-Store,Small,2026-06-17,2074.54,Approved
6204,2618,Electronics,East,In-Store,Small,2026-01-02,7032.87,Declined
6205,1802,Retail,East,In-Store,Small,2026-03-02,1071.46,Approved
6206,1963,Retail,North,In-Store,Small,2026-02-10,2718.39,Approved
6207,1068,Retail,North,Online,Small,2025-07-21,3273.06,Approved
6208,2152,Retail,East,Online,Small,2026-04-14,722.55,Declined
6209,1195,TRAVEL,South,Online,Small,2025-10-10,13280.29,Declined
6210,1139,Grocery,South,In-Store,Medium,2025-08-24,1478.56,Approved
6211,2467,Retail,North,Online,Small,2025-12-28,1132.69,Approved
6212,1282,Electronics,North,In-Store,Medium,2026-04-01,3241.71,Approved
6213,1311,Retail,North,Online,Small,2025-09-16,1540.38,Approved
6214,1745,Travel,West,Online,Small,2026-03-25,3628.31,Declined
6215,2558,Retail,East,In-Store,Small,2025-07-13,2029.37,Approved
6216,2688,Grocery,South,Online,Small,2025-07-05,1506.67,Approved
6217,1276,Restaurant,North,In-Store,Small,2025-10-17,804.15,Approved
6218,1060,Restaurant,North,In-Store,Small,2026-01-25,1634.04,Approved
6219,2342,Electronics,South,Online,Medium,2026-04-27,4926.6,Approved
6220,2913,Restaurant,North,In-Store,Small,2025-12-18,1208.62,Approved
6221,1051,Grocery,West,Online,Medium,2025-07-24,1248.23,Approved
6222,2879,Fuel,West,Online,Small,2026-01-19,1377.41,Approved
6223,1152,Travel,North,In-Store,Medium,2025-10-20,11074.82,Approved
6224,2772,Restaurant,East,In-Store,Small,2026-05-31,1023.04,Approved
6225,2334,Retail,South,In-Store,Large,2025-08-08,1327.93,Approved
6226,2837,Electronics,West,In-Store,Medium,2025-10-30,2435.33,Approved
6227,1543,Retail,West,Online,Small,2026-03-24,1183.74,Declined
6228,1566,Grocery,East,In-Store,Large,2025-07-28,2472.89,Approved
6229,2887,Grocery,East,Online,Small,2026-05-13,234.33,Approved
6230,2412,Travel,North,In-Store,Large,2026-04-30,5493.57,Approved
6231,2571,Electronics,,In-Store,Small,2026-04-15,4529.55,Approved
6232,1621,Retail,East,Online,Medium,2026-06-01,3360.27,Approved
6233,2200,Travel,East,In-Store,Medium,2026-03-13,2202.07,Approved
6234,2385,Grocery,East,In-Store,Medium,2026-02-14,1203.25,Approved
6235,1313,Restaurant,North,Online,Medium,2026-03-27,321.79,Approved
6236,1806,Retail,West,Online,Small,2025-08-23,974.14,Approved
6237,1847,Grocery,West,Online,Small,2025-09-15,2008.52,Approved
6238,1096,Grocery,South,Online,Small,2025-12-16,2379.78,Approved
6239,1880,Retail,South,In-Store,Small,2026-04-25,3674.24,Approved
6240,2236,Electronics,North,Online,Medium,2025-07-12,1753.62,Approved
6241,1828,Retail,North,Online,Small,2025-11-06,1841.69,Approved
6242,1136,Electronics,,Online,Large,2026-03-06,5024.14,Approved
6243,2029,Grocery,West,In-Store,Medium,2025-09-20,181.81,Approved
6244,2010,Retail,East,In-Store,Medium,2025-09-17,2282.87,Approved
6245,1108,Retail,East,In-Store,Small,2025-12-04,647.57,Approved
6246,1546,Grocery,West,In-Store,Small,2025-12-07,386.76,Approved
6247,2062,Electronics,West,In-Store,Small,2026-01-05,7361.65,Approved
6248,1661,Restaurant,North,Online,Small,2026-05-11,114.88,Declined
6249,1424,Travel,North,Online,Small,2025-10-21,19789.73,Declined
6250,1629,Restaurant,North,Online,Small,2026-04-15,274.71,Approved
6251,1260,Retail,South,Online,Medium,2026-04-20,1265.66,Approved
6252,2449,Grocery,West,Online,Medium,2026-04-22,436.0,Approved
6253,1086,Restaurant,West,In-Store,Small,2025-12-02,499.92,Declined
6254,1464,Grocery,North,In-Store,Small,2026-06-08,812.91,Approved
6255,1075,Fuel,East,In-Store,Medium,2025-11-25,2472.21,Approved
6256,1470,Fuel,North,In-Store,Medium,2026-02-07,1136.01,Approved
6257,2999,Restaurant,North,Online,Small,2026-03-19,415.57,Declined
6258,2986,Grocery,North,In-Store,Medium,2025-08-13,458.09,Approved
6259,1413,Fuel,West,In-Store,Small,2026-05-16,4395.95,Approved
6260,1824,Restaurant,South,Online,Medium,2026-06-26,1857.7,Approved
6261,1894,Retail,West,In-Store,Medium,2026-06-24,1116.46,Approved
6262,1725,Fuel,West,In-Store,Small,2026-03-16,1291.54,Approved
6263,1456,Restaurant,West,Online,Small,2025-07-12,1600.36,Approved
6264,2308,Fuel,West,In-Store,Small,2026-06-26,1483.25,Approved
6265,2262,Travel,North,In-Store,Medium,2025-11-26,3590.82,Approved
6266,2700,Restaurant,West,In-Store,Medium,2026-04-13,1456.31,Approved
6267,2622,Retail,North,In-Store,Small,2025-09-07,4026.67,Approved
6268,1652,Retail,West,In-Store,Medium,2025-08-31,1318.69,Approved
6269,1671,Retail,West,In-Store,Small,2025-09-23,1504.08,Approved
6270,2581,Travel,West,In-Store,Small,2026-01-20,2178.53,Approved
6271,2395,Retail,West,Online,Small,2026-04-24,2793.26,Approved
6272,1494,Retail,South,In-Store,Large,2026-04-13,656.53,Approved
6273,2647,Restaurant,West,In-Store,Small,2026-05-04,99.74,Approved
6274,2942,Electronics,South,Online,Medium,2026-05-06,7212.5,Approved
6275,2068,Retail,East,In-Store,Large,2026-02-12,2992.1,Approved
6276,2424,Electronics,West,Online,Small,2025-11-30,2866.2,Declined
6277,2270,Electronics,South,In-Store,Small,2026-05-20,5227.11,Approved
6278,2639,Retail,North,Online,Small,2026-02-05,1121.95,Approved
6279,1596,Restaurant,West,In-Store,Large,2026-04-26,1227.89,Approved
6280,1449,Fuel,North,Online,Small,2025-08-08,319.52,Approved
6281,1484,Grocery,,Online,Medium,2025-07-07,936.28,Approved
6282,1645,Restaurant,East,In-Store,Small,2026-02-25,1132.2,Approved
6283,1619,Grocery,West,In-Store,Large,2025-12-01,1906.83,Declined
6284,2041,Restaurant,,Online,Small,2026-03-09,811.72,Approved
6285,2629,Restaurant,South,In-Store,Medium,2025-11-30,1397.18,Approved
6286,1661,Travel,East,In-Store,Medium,2026-02-10,2567.56,Approved
6287,1757,Restaurant,West,In-Store,Small,2025-07-17,286.6,Approved
6288,1288,Fuel,South,In-Store,Large,2026-03-22,1608.48,Declined
6289,2437,Electronics,East,Online,Medium,2026-04-02,5541.83,Approved
6290,1720,Grocery,North,In-Store,Small,2025-07-21,3106.88,Approved
6291,1637,Restaurant,West,Online,Small,2025-08-30,556.5,Approved
6292,1234,Retail,East,In-Store,Small,2025-07-09,6478.6,Approved
6293,1415,Retail,East,In-Store,Small,2026-01-21,3157.82,Approved
6294,1937,Retail,North,In-Store,Small,2026-01-12,115.92,Approved
6295,1498,Restaurant,East,In-Store,Small,2026-02-03,410.28,Approved
6296,1973,Travel,South,In-Store,Small,2025-07-24,9847.21,Approved
6297,1633,Retail,North,Online,Medium,2026-04-13,827.47,Approved
6298,2673,Fuel,West,Online,Medium,2025-10-08,7743.34,Approved
6299,2019,Fuel,West,Online,Large,2026-06-19,2236.27,Approved
6300,1114,Travel,North,Online,Small,2025-10-14,2637.21,Declined
6301,1931,Grocery,South,In-Store,Medium,2025-11-29,126.23,Approved
6302,1673,Restaurant,South,Online,Small,2025-09-09,939.26,Approved
6303,2736,Restaurant,South,In-Store,Large,2025-08-16,1976.04,Approved
6304,2257,Fuel,South,In-Store,Large,2026-06-05,1928.45,Approved
6305,2563,Grocery,East,In-Store,Small,2025-10-18,640.35,Approved
6306,2034,Restaurant,North,Online,Small,2026-06-28,2139.56,Approved
6307,1205,Travel,North,In-Store,Small,2026-01-17,9472.63,Approved
6308,2702,Fuel,East,In-Store,Small,2026-03-04,1471.18,Approved
6309,1246,Retail,West,In-Store,Small,2025-11-01,3088.55,Approved
6310,2582,Restaurant,West,In-Store,Small,2025-08-02,810.58,Approved
6311,1757,Fuel,West,In-Store,Medium,2026-02-28,2470.43,Declined
6312,2150,Retail,North,Online,Medium,2026-01-06,294.89,Approved
6313,1146,Retail,North,Online,Medium,2025-07-22,2174.33,Approved
6314,1117,Retail,East,In-Store,Small,2025-10-27,990.95,Approved
6315,2934,Electronics,South,Online,Medium,2026-01-11,4628.05,Approved
6316,2405,Electronics,South,In-Store,Medium,2026-01-07,6450.82,Declined
6317,1411,Retail,West,Online,Medium,2025-10-08,3462.61,Approved
6318,2687,Restaurant,North,Online,Small,2025-07-25,293.61,Approved
6319,2607,Retail,West,Online,Small,2026-06-01,3867.5,Approved
6320,1362,Restaurant,North,In-Store,Small,2025-10-23,1103.61,Approved
6321,2532,Restaurant,South,Online,Small,2026-01-01,196.71,Approved
6322,1136,Retail,,Online,Medium,2026-03-04,1050.32,Approved
6323,2198,Restaurant,South,Online,Small,2025-12-13,545.04,Approved
6324,2312,Fuel,West,Online,Large,2026-05-05,1265.54,Approved
6325,1957,Restaurant,South,In-Store,Medium,2026-03-12,1123.82,Approved
6326,2504,Retail,East,In-Store,Small,2025-08-05,2562.41,Declined
6327,1018,Restaurant,East,Online,Medium,2026-03-01,703.68,Approved
6328,1194,Grocery,West,Online,Small,2026-03-30,1040.53,Approved
6329,1329,Restaurant,West,In-Store,Small,2025-10-24,1258.8,Declined
6330,2959,Travel,South,In-Store,Small,2025-11-03,12626.95,Approved
6331,1174,Grocery,West,Online,Small,2025-11-14,1004.05,Approved
6332,2001,Fuel,East,Online,Large,2025-10-26,505.72,Approved
6333,1448,Grocery,East,In-Store,Medium,2026-05-06,497.45,Approved
6334,2948,Restaurant,North,In-Store,Small,2026-01-17,712.07,Approved
6335,1945,Restaurant,North,Online,Medium,2026-04-09,577.52,Approved
6336,2377,Grocery,East,Online,Small,2025-07-18,814.52,Approved
6337,2522,Restaurant,North,In-Store,Large,2025-12-17,2748.78,Approved
6338,1140,Retail,South,Online,Small,2026-01-25,2207.78,Declined
6339,1757,Fuel,South,Online,Small,2025-09-16,669.72,Approved
6340,2920,Electronics,North,In-Store,Large,2025-09-19,6542.62,Approved
6341,1929,Electronics,East,In-Store,Small,2026-04-14,5020.2,Approved
6342,1092,Electronics,East,In-Store,Small,2026-04-01,7068.84,Approved
6343,2967,Grocery,North,Online,Medium,2026-04-07,113.56,Approved
6344,1238,Grocery,South,Online,Medium,2025-11-24,2062.13,Approved
6345,1204,Retail,South,Online,Medium,2025-09-18,888.14,Approved
6346,1559,Fuel,East,In-Store,Small,2025-07-31,2878.38,Approved
6347,2456,Retail,West,In-Store,Medium,2026-04-20,2151.04,Approved
6348,1244,Travel,North,In-Store,Medium,2026-02-25,9212.79,Approved
6349,1831,Retail,North,In-Store,Small,2025-11-25,1562.1,Approved
6350,2340,Restaurant,South,In-Store,Small,2025-12-10,2246.49,Approved
6351,1924,Travel,West,Online,Small,2025-12-10,5659.76,Approved
6352,1294,Retail,South,Online,Large,2025-08-24,3058.64,Approved
6353,1639,Travel,South,Online,Small,2026-06-21,11672.08,Declined
6354,1855,Travel,South,Online,Small,2026-05-10,16600.75,Approved
6355,2305,Travel,South,Online,Small,2025-12-27,9905.31,Declined
6356,1016,Restaurant,West,In-Store,Small,2025-11-30,2520.52,Approved
6357,1070,Retail,West,In-Store,Medium,2026-06-12,1075.41,Approved
6358,2292,Electronics,East,Online,Medium,2026-05-02,13404.85,Declined
6359,2348,Retail,South,Online,Small,2025-09-08,878.43,Approved
6360,2817,Retail,South,In-Store,Medium,2026-03-17,1756.09,Approved
6361,1304,Retail,East,Online,Small,2025-10-24,494.01,Approved
6362,2474,Electronics,South,Online,Small,2025-09-22,1694.75,Approved
6363,2030,Grocery,East,In-Store,Medium,2025-11-14,2000.74,Approved
6364,2337,Restaurant,North,Online,Medium,2026-01-29,460.18,Approved
6365,1816,Electronics,North,Online,Small,2026-06-24,3487.81,Approved
6366,2126,Electronics,North,In-Store,Large,2025-11-29,6784.71,Approved
6367,1820,Grocery,West,In-Store,Small,2025-07-03,1009.39,Approved
6368,1192,Retail,North,In-Store,Medium,2025-11-23,2971.57,Approved
6369,2776,Grocery,West,Online,Large,2026-01-28,824.82,Approved
6370,2597,Retail,South,Online,Small,2026-02-24,930.67,Approved
6371,1528,Grocery,North,Online,Medium,2026-05-09,1198.07,Approved
6372,1170,Electronics,West,Online,Medium,2025-10-15,19927.3,Approved
6373,2560,Electronics,South,Online,Small,2026-05-07,12503.91,Approved
6374,1250,Retail,South,In-Store,Small,2025-12-09,2384.52,Approved
6375,2788,Electronics,South,In-Store,Small,2026-05-05,8664.12,Approved
6376,2410,Restaurant,South,Online,Medium,2026-01-08,471.48,Approved
6377,2230,Restaurant,East,Online,Medium,2025-12-21,1392.9,Approved
6378,1540,Travel,East,Online,Medium,2026-02-22,7336.35,Declined
6379,2652,Grocery,South,Online,Small,2025-10-31,344.5,Declined
6380,1415,Restaurant,South,In-Store,Medium,2026-04-05,722.75,Approved
6381,1793,Retail,North,Online,Small,2026-04-13,3288.99,Approved
6382,2403,Restaurant,West,In-Store,Small,2025-11-18,420.01,Approved
6383,2167,Grocery,West,In-Store,Small,2026-02-04,865.5,Approved
6384,1024,ELECTRONICS,West,In-Store,Medium,2025-09-29,7288.94,Approved
6385,2845,Grocery,South,In-Store,Small,2026-04-17,1607.43,Approved
6386,1667,Retail,West,In-Store,Medium,2026-06-26,1603.4,Declined
6387,2096,Fuel,East,Online,Medium,2026-03-05,1415.51,Approved
6388,1631,Grocery,West,Online,Small,2025-12-25,882.0,Approved
6389,2847,Electronics,West,In-Store,Medium,2025-10-06,5703.12,Approved
6390,2856,Grocery,East,In-Store,Medium,2026-03-05,768.75,Approved
6391,2116,Fuel,East,Online,Small,2025-07-30,774.06,Approved
6392,1504,Electronics,North,Online,Medium,2025-09-11,3155.21,Approved
6393,2621,Travel,South,Online,Small,2026-02-08,11389.68,Declined
6394,1335,Retail,West,Online,Medium,2026-03-30,873.42,Approved
6395,1424,Grocery,North,In-Store,Small,2026-03-29,910.37,Approved
6396,1498,Travel,North,Online,Small,2026-06-21,5658.52,Declined
6397,2387,Grocery,South,Online,Medium,2025-07-02,2268.32,Approved
6398,1946,Retail,South,Online,Small,2026-06-17,675.11,Approved
6399,1629,Retail,East,Online,Small,2025-08-06,297.21,Approved
6400,2768,Travel,East,Online,Medium,2025-08-04,6296.5,Declined
6401,2222,Electronics,West,In-Store,Small,2025-08-21,3038.35,Declined
6402,1717,Grocery,,In-Store,Medium,2025-08-31,2686.08,Approved
6403,2436,Restaurant,North,Online,Medium,2025-11-10,1554.43,Declined
6404,1338,Retail,South,Online,Medium,2025-08-09,2511.26,Approved
6405,1658,Restaurant,North,In-Store,Medium,2025-12-29,239.35,Approved
6406,1961,Restaurant,West,In-Store,Medium,2026-02-21,809.55,Approved
6407,2960,Restaurant,East,Online,Medium,2026-01-05,903.1,Approved
6408,1428,Electronics,South,Online,Large,2026-01-16,3361.15,Approved
6409,2806,Fuel,,In-Store,Small,2025-10-24,726.14,Approved
6410,1898,Retail,West,Online,Medium,2025-07-08,3615.14,Approved
6411,1138,Travel,South,In-Store,Small,2026-06-25,7790.94,Approved
6412,2716,Grocery,East,In-Store,Large,2025-11-30,535.51,Approved
6413,1941,Fuel,East,In-Store,Medium,2026-06-07,1381.85,Approved
6414,1541,FUEL,West,Online,Small,2026-03-25,826.56,Approved
6415,1056,Restaurant,North,Online,Small,2026-01-25,94.78,Declined
